package,lead_minutes,run_type,event_seed,timing_seed,seed_label,comparison,candidate,reference,task,metric,valid_windows,blocks,candidate_score,reference_score,difference,reduction_pct,difference_low,difference_high,reduction_low,reduction_high
np025,15,primary,41,43,event41_timing43,weather_projection20_vs_noise20,weather_projection20,noise20,downward_timing,conditional_rps,2653,10,0.17193216936764885,0.1678359861173964,0.004096183250252461,-2.440586995084182,0.0024217634943179737,0.005632769614921697,-3.4235613104852276,-1.4071526524828566
np025,15,primary,41,43,event41_timing43,weather_projection20_vs_noise20,weather_projection20,noise20,downward_timing,conditional_median_mae_minutes,2653,10,57.715793441387106,56.15529589144365,1.560497549943456,-2.778896496173977,0.6372199265445595,2.378254305413233,-4.327344888396158,-1.1056842308212147
np025,15,primary,41,43,event41_timing43,power_weather_summary40_vs_power_noise40,power_weather_summary40,power_noise40,state,return_brier,6996,12,0.16000988784276468,0.16014840899480545,-0.00013852115204077142,0.08649549059539519,-0.003518818938724952,0.0032940293604300673,-2.0354446524482106,2.2846415193183063
np025,15,primary,41,43,event41_timing43,power_weather_summary40_vs_power_noise40,power_weather_summary40,power_noise40,state,multiclass_brier,6996,12,0.5451432304965822,0.580364626402148,-0.03522139590556583,6.068839192339082,-0.049604693393819,-0.02189368153928024,3.5907541697246437,9.066450466494326
np025,15,primary,41,43,event41_timing43,power_weather_summary40_vs_power_noise40,power_weather_summary40,power_noise40,downward_timing,conditional_rps,2653,10,0.15390725214444567,0.15340501600904577,0.0005022361353999028,-0.32739225122226934,-0.0017250499805194607,0.0029274970651093405,-1.8345868699451588,1.1307030635728312
np025,15,primary,41,43,event41_timing43,power_weather_summary40_vs_power_noise40,power_weather_summary40,power_noise40,downward_timing,conditional_median_mae_minutes,2653,10,50.55785902751602,50.80663399924614,-0.2487749717301213,0.4896505675495266,-0.8633436033280381,0.45422146304770383,-0.8714458204523495,1.7323643205427186
np025,15,primary,41,43,event41_timing43,power_weather_projection40_vs_power_noise40,power_weather_projection40,power_noise40,state,return_brier,6996,12,0.16202424106813748,0.16014840899480545,0.0018758320733320288,-1.1713085912660404,-0.002408013276970143,0.006187606591035657,-4.194985692302799,1.504058468320111
np025,15,primary,41,43,event41_timing43,power_weather_projection40_vs_power_noise40,power_weather_projection40,power_noise40,state,multiclass_brier,6996,12,0.5574140648124307,0.580364626402148,-0.02295056158971731,3.9545073124105823,-0.037583130824359226,-0.009841364907403477,1.8277251142037727,6.2600051018670735
np025,15,primary,41,43,event41_timing43,power_weather_projection40_vs_power_noise40,power_weather_projection40,power_noise40,downward_timing,conditional_rps,2653,10,0.15611927783955684,0.15340501600904577,0.002714261830511072,-1.7693435984850847,0.0003225395078545218,0.005556947710067812,-3.5180509560132096,-0.21606314438957028
np025,15,primary,41,43,event41_timing43,power_weather_projection40_vs_power_noise40,power_weather_projection40,power_noise40,downward_timing,conditional_median_mae_minutes,2653,10,51.72823218997362,50.80663399924614,0.9215981907274795,-1.8139327843311737,0.2882270883251071,1.6289336520791202,-3.1146521031077676,-0.5828960548268889
